ticker,bar,price,ret_1M,ret_3M,ret_6M,ret_12M,system
KSS,81,27.753053665161133,-1.7505953193797663,0.4823652204415385,8.98507710304315,8.785284558505623,📈 MFI subiendo
LX,42,9.404918670654297,-35.836728936746866,-51.918362136135364,-68.4897932136334,-81.79591608891383,📈 MFI subiendo
LX,81,2.2872369289398193,21.796924896128743,122.49518860270854,287.06489598490293,114.06686515797841,📈 MFI subiendo
LZB,135,27.767263412475586,-5.167184902531197,-6.33572108558822,-4.434854327604332,-9.80644857279237,📈 MFI subiendo
LZB,203,29.319683074951172,-1.6576548023355286,-6.257107910391113,12.223842922287464,43.820273253413774,📈 MFI subiendo
MOMO,117,6.870547771453857,-7.095923311820462,1.314057045026562,-17.082790167499475,3.096203145028209,📈 MFI subiendo
NUS,184,43.13478088378906,-5.044358075207267,-4.888948279039695,-13.250575457544912,-13.924073917508373,📈 MFI subiendo
OCGN,37,166.1999969482422,-6.859202229729611,-4.332128207249242,-20.216601360823272,-92.49097486679086,📈 MFI subiendo
PACB,34,4.179999828338623,32.057421234882796,0.9569369257348859,59.33014643350318,40.19139651121737,📈 MFI subiendo
REAL,57,3.9100000858306885,-2.3017941333054903,-18.41432257813529,-19.693093709048483,37.85165596333939,📈 MFI subiendo
RGNX,69,38.849998474121094,-16.80823432630676,7.902187427032259,-15.830110560437472,-36.42213196123364,📈 MFI subiendo
RILY,109,7.02282190322876,-4.191622377218785,41.57642709342966,15.102786034013626,35.70013426874459,📈 MFI subiendo
RILY,154,13.97616195678711,17.233464901015804,16.67848965286276,108.58118160898331,294.1125349947199,📈 MFI subiendo
SPCE,104,6.179999828338623,-52.26537007078254,,,,📈 MFI subiendo
SRPT,90,29.030000686645508,-17.223561425198717,16.017910811381352,-21.0127462527959,-52.118500552001,📈 MFI subiendo
SRPT,92,37.130001068115234,-9.291679675986009,-42.52626033207078,-56.45031076990821,-67.14247385319447,📈 MFI subiendo
SRPT,119,25.280000686645508,3.1249959917763803,55.22152141078003,22.863918600881348,52.610762591612904,📈 MFI subiendo
STKL,43,4.150000095367432,9.156629053216282,5.542169006941244,46.74698825636281,79.0361363276255,📈 MFI subiendo
STKL,194,11.229999542236328,-16.740865871773856,-27.248438029170373,-24.309881153322642,-65.8058764853287,📈 MFI subiendo
STKL,200,8.5,-20.82352918737075,-21.999998653636254,-54.82353042153751,-22.941174226648663,📈 MFI subiendo
TIGR,66,5.340000152587891,19.101122692518977,20.973780029131706,60.8614214818884,99.81272980157145,📈 MFI subiendo
USNA,44,18.1200008392334,3.3388494162008175,15.618100400848455,21.1920423145064,2.924937940120409,📈 MFI subiendo
USNA,78,22.145000457763672,9.121699778766512,58.25241564471999,71.48339439662412,65.206585361106,📈 MFI subiendo
USNA,119,68.66000366210938,-0.4223724148843644,-6.42295867593009,-9.263041196950372,-16.836592734363297,📈 MFI subiendo
USNA,134,65.69999694824219,9.132420515524142,13.622534236474081,60.654502213918015,78.11263634495084,📈 MFI subiendo
WB,81,32.56043243408203,21.0399082797748,10.574795542674487,23.738477857593242,-23.97982220653875,📈 MFI subiendo
WB,133,8.454477310180664,5.303862467487908,26.629834852425716,9.834247811827911,-7.0315071512511595,📈 MFI subiendo
