type,entry_price,ret_1M,ret_3M,ret_6M,ret_12M,system
ASH_BUY,10.350000381469727,0.9661780107220741,-21.352656586406304,-28.79227426161193,-64.34782684813322,ASH L21
ASH_BUY,2.940000057220459,-11.904766538747802,-16.666666666666664,-28.91156892883725,-36.054423175453195,ASH L21
ASH_BUY_STRONG,2.5999999046325684,6.92307974459867,-4.999995415027159,2.6923143934218574,,ASH L21
ASH_BUY_STRONG,22.020000457763672,30.88101315031102,-13.169843588753471,-41.189829518376285,-40.87193375523677,ASH L21
ASH_BUY_STRONG,16.299999237060547,-14.294472877852215,-23.987724397236853,-30.797544411386333,-77.42331141715542,ASH L21
ASH_BUY_STRONG,5.630000114440918,51.15453030016348,162.69981636264558,308.5257465804509,381.7051560917513,ASH L21
ASH_BUY_STRONG,29.6299991607666,12.68984250887355,10.226124780514901,-36.82079026805427,-23.152206875814997,ASH L21
ASH_BUY,16.84000015258789,4.572449232699927,0.11876756284112666,-3.38479625688497,-13.895487716063293,ASH L21
ASH_BUY_STRONG,16.899999618530273,-15.147926175900206,45.917162154094136,12.958583334264429,-3.2544334288474808,ASH L21
ASH_BUY,21.56999969482422,14.32545292677656,-7.37134990766558,-1.1590171698518281,-7.046826514922944,ASH L21
ASH_BUY_STRONG,22.100000381469727,-9.276023117755472,-28.00905170683966,-12.805429297996461,131.85520721271212,ASH L21
ASH_BUY,19.270000457763672,14.893611124583428,82.14840498345546,165.9055550661534,132.69330092061492,ASH L21
ASH_BUY,45.16999816894531,-17.533758003095002,-20.63316376495181,-11.999110889208753,-37.98981322930647,ASH L21
ASH_BUY_STRONG,42.06999969482422,-5.514617807590916,-11.053010600451675,-14.048014951944964,-47.468503585017515,ASH L21
ASH_BUY,20.760000228881836,30.780343541415323,-7.851642823430883,-26.34874858728954,,ASH L21
ASH_BUY,1.965999960899353,-5.08646524015306,217.70091237553135,302.0345860960612,153.10274319013888,ASH L21
ASH_BUY,4.973999977111816,-9.24809087783861,-3.2569396870974265,-18.777644140664474,-12.50502097834254,ASH L21
ASH_BUY_STRONG,4.883999824523926,1.5151589115537378,-23.791973436146876,3.8493081272229723,122.93202141276191,ASH L21
ASH_BUY_STRONG,4.3520002365112305,-4.595594559586347,16.91175423253217,150.8272006658189,164.981593779905,ASH L21
ASH_BUY,8.473999977111816,-0.9912630872780825,8.779802181791663,20.840214760163956,75.21831027682553,ASH L21
ASH_BUY_STRONG,10.239999771118164,-1.210933578258755,13.12499895226209,44.9999990686774,460.1562684809328,ASH L21
ASH_BUY_STRONG,71.37999725341797,-9.358364474938274,-25.63742802818194,-45.90921533202671,-44.38217667339788,ASH L21
ASH_BUY,25.350000381469727,10.966464447586333,24.970413524463453,-4.852069127128811,,ASH L21
ASH_BUY,6.96999979019165,-3.1563815898709158,,,,ASH L21
ASH_BUY,29.610000610351562,-10.73961580420928,-33.029383603681694,-0.10131943947012667,136.77811268210962,ASH L21
ASH_BUY,29.579999923706055,-0.743743454773238,-5.138608727802973,137.01825825281318,91.48072865360595,ASH L21
ASH_BUY,3.0,15.333334604899097,,,,ASH L21
ASH_BUY,21.520000457763672,-35.966545353860134,-58.59665586485762,-56.73791718597305,-33.03903559066384,ASH L21
ASH_BUY,14.40999984741211,-33.93476364627882,-37.508673075675816,-16.30811556335614,-7.009023175411222,ASH L21
ASH_BUY,13.399999618530273,-28.20895403417769,-10.522387220536055,-50.59701437301107,,ASH L21
ASH_BUY,4.139999866485596,89.37199046924577,-2.173905281478483,-35.74878812523403,14.251211874765968,ASH L21
ASH_BUY,3.6500000953674316,-7.671238424451687,29.589038232541064,-20.273972334300726,-51.506851104661834,ASH L21
ASH_BUY,4.550000190734863,0.8791200038733793,-28.791211566664664,-12.967035777038083,114.50549054384793,ASH L21
ASH_BUY_STRONG,2.8399999141693115,-34.15492741958977,,,,ASH L21
ASH_BUY,6.5,8.461541395920968,14.769231356107282,66.30769876333385,,ASH L21
